date,REGIME,CPI_YOY,GDP_GAP_SMOOTH,UNEMP_GAP
2021-02-28,Deflationary Bust,1.6698,-0.653,1.7482
2021-03-31,Stagflation,2.6678,-0.167,1.6492
2021-04-30,Stagflation,4.1331,0.2302,1.6502
2021-05-31,Stagflation,4.9183,0.4956,1.3511
2021-06-30,Stagflation,5.2956,0.6258,1.4521
2021-07-31,Stagflation,5.2452,0.7242,0.953
2021-08-31,Stagflation,5.152,0.9343,0.6539
2021-09-30,Stagflation,5.3512,1.2873,0.2547
2021-10-31,Stagflation,6.235,1.6758,0.0556
2021-11-30,Overheating,6.902,1.8912,-0.3436
2021-12-31,Overheating,7.1743,1.8345,-0.5428
2022-01-31,Overheating,7.5588,1.5527,-0.4419
2022-02-28,Overheating,7.9373,1.2204,-0.5414
2022-03-31,Overheating,8.5722,0.956,-0.741
2022-04-30,Overheating,8.2318,0.8071,-0.7405
2022-05-31,Overheating,8.5382,0.7453,-0.84
2022-06-30,Overheating,8.9794,0.7471,-0.8394
2022-07-31,Overheating,8.4626,0.7803,-0.9389
2022-08-31,Overheating,8.2226,0.8172,-0.8384
2022-09-30,Overheating,8.1921,0.8436,-0.9378
2022-10-31,Overheating,7.7588,0.861,-0.8372
2022-11-30,Overheating,7.1229,0.8815,-0.8366
2022-12-31,Overheating,6.4046,0.9089,-0.9359
2023-01-31,Overheating,6.3272,0.9319,-0.9353
2023-02-28,Overheating,5.9578,0.9334,-0.8347
2023-03-31,Overheating,4.9177,0.9135,-0.9341
2023-04-30,Overheating,4.9501,0.9002,-1.0335
2023-05-31,Overheating,4.1319,0.9378,-0.8328
2023-06-30,Overheating,3.0706,1.0449,-0.8321
2023-07-31,Overheating,3.2877,1.2068,-0.9314
2023-08-31,Overheating,3.7225,1.377,-0.7305
2023-09-30,Overheating,3.6872,1.5111,-0.7297
2023-10-31,Overheating,3.2513,1.5701,-0.5288
2023-11-30,Overheating,3.1333,1.5314,-0.7278
2023-12-31,Overheating,3.3159,1.4075,-0.6267
2024-01-31,Overheating,3.0883,1.2545,-0.7257
2024-02-29,Overheating,3.1571,1.1531,-0.5245
2024-03-31,Overheating,3.4868,1.1482,-0.5233
2024-04-30,Overheating,3.3608,1.2245,-0.5222
2024-05-31,Overheating,3.2443,1.3282,-0.5208
2024-06-30,Overheating,2.9703,1.4166,-0.3195
2024-07-31,Overheating,2.9415,1.4774,-0.2182
2024-08-31,Overheating,2.6071,1.5149,-0.2167
2024-09-30,Overheating,2.4265,1.5215,-0.3152
2024-10-31,Overheating,2.5788,1.4658,-0.3137
2024-11-30,Overheating,2.7195,1.3126,-0.2122
2024-12-31,Overheating,2.8707,1.0685,-0.3106
2025-01-31,Overheating,2.991,0.8075,-0.409
2025-02-28,Overheating,2.8016,0.637,-0.2083
2025-03-31,Goldilocks,2.382,0.6211,-0.2076
2025-04-30,Goldilocks,2.3254,0.7458,-0.2069
2025-05-31,Goldilocks,2.3773,0.9464,-0.106
2025-06-30,Overheating,2.6805,1.1556,-0.3051
2025-07-31,Overheating,2.7426,1.3287,-0.1042
2025-08-31,Overheating,2.9386,1.4293,-0.1034
2025-09-30,Overheating,3.0226,1.4305,-0.0026
